case:concept:name,concept:name,time:timestamp,org:resource,lifecycle:transition,case:applicant_segment,case:channel,case:loan_amount_band,case:loan_purpose,case:region,cost:amount
case_1191,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,repeat_buyer,online,under_250k,purchase,northeast,62.57
case_1191,Underwriting,2025-01-09 09:00:00-05:00,Lena Kowalski,complete,repeat_buyer,online,under_250k,purchase,northeast,140.12
case_1191,Request Additional Documents,2025-01-21 09:00:00-05:00,,complete,repeat_buyer,online,under_250k,purchase,northeast,0.0
case_1191,Documents Received,2025-01-27 09:00:00-05:00,,complete,repeat_buyer,online,under_250k,purchase,northeast,0.0
case_1191,Underwriting,2025-02-07 09:00:00-05:00,Lena Kowalski,complete,repeat_buyer,online,under_250k,purchase,northeast,119.72
case_1191,Property Appraisal,2025-02-12 09:00:00-05:00,Diego Morales,complete,repeat_buyer,online,under_250k,purchase,northeast,117.87
case_1191,Conditional Approval,2025-02-18 09:00:00-05:00,,complete,repeat_buyer,online,under_250k,purchase,northeast,0.0
case_1191,Clear to Close,2025-02-18 12:03:13.609822-05:00,Hiroshi Tanaka,complete,repeat_buyer,online,under_250k,purchase,northeast,133.04
case_1191,Loan Funded,2025-02-19 09:00:00-05:00,,complete,repeat_buyer,online,under_250k,purchase,northeast,0.0
case_1192,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,branch,250k_500k,purchase,northeast,0.0
case_1192,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,branch,250k_500k,purchase,northeast,0.0
case_1192,Document Collection,2025-01-06 09:00:00-05:00,Marcus Bell,complete,first_time_buyer,branch,250k_500k,purchase,northeast,61.18
case_1192,Initial Review,2025-01-09 09:00:00-05:00,Marcus Bell,complete,first_time_buyer,branch,250k_500k,purchase,northeast,110.45
case_1192,Underwriting,2025-01-13 09:00:00-05:00,Hiroshi Tanaka,complete,first_time_buyer,branch,250k_500k,purchase,northeast,158.36
case_1192,Property Appraisal,2025-01-17 09:00:00-05:00,Tom Fletcher,complete,first_time_buyer,branch,250k_500k,purchase,northeast,61.63
case_1192,Conditional Approval,2025-01-21 09:00:00-05:00,,complete,first_time_buyer,branch,250k_500k,purchase,northeast,0.0
case_1192,Clear to Close,2025-01-21 12:55:22.743078-05:00,Rachel Greene,complete,first_time_buyer,branch,250k_500k,purchase,northeast,66.57
case_1192,Loan Funded,2025-01-24 15:17:57.209562-05:00,,complete,first_time_buyer,branch,250k_500k,purchase,northeast,0.0
case_1193,Application Submitted,2025-01-02 09:00:00-05:00,,complete,investor,online,250k_500k,purchase,west,0.0
case_1193,Credit Check,2025-01-03 09:00:00-05:00,,complete,investor,online,250k_500k,purchase,west,0.0
case_1193,Document Collection,2025-01-06 09:00:00-05:00,Priya Nair,complete,investor,online,250k_500k,purchase,west,127.23
case_1193,Initial Review,2025-01-08 12:57:49.576526-05:00,Marcus Bell,complete,investor,online,250k_500k,purchase,west,78.03
case_1193,Underwriting,2025-01-10 12:00:43.758379-05:00,Hiroshi Tanaka,complete,investor,online,250k_500k,purchase,west,99.43
case_1193,Property Appraisal,2025-01-15 09:00:00-05:00,Aisha Khan,complete,investor,online,250k_500k,purchase,west,149.45
case_1193,Conditional Approval,2025-01-17 09:00:00-05:00,,complete,investor,online,250k_500k,purchase,west,0.0
case_1193,Clear to Close,2025-01-17 11:52:17.807748-05:00,Rachel Greene,complete,investor,online,250k_500k,purchase,west,139.99
case_1193,Loan Funded,2025-01-21 09:00:00-05:00,,complete,investor,online,250k_500k,purchase,west,0.0
case_1194,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,online,under_250k,refinance,south,0.0
case_1194,Credit Check,2025-01-02 16:29:06.630994-05:00,,complete,first_time_buyer,online,under_250k,refinance,south,0.0
case_1194,Document Collection,2025-01-03 09:00:00-05:00,Marcus Bell,complete,first_time_buyer,online,under_250k,refinance,south,155.21
case_1194,Initial Review,2025-01-06 09:00:00-05:00,Marcus Bell,complete,first_time_buyer,online,under_250k,refinance,south,115.42
case_1194,Underwriting,2025-01-09 09:00:00-05:00,Lena Kowalski,complete,first_time_buyer,online,under_250k,refinance,south,139.54
case_1194,Property Appraisal,2025-01-13 09:00:00-05:00,Aisha Khan,complete,first_time_buyer,online,under_250k,refinance,south,110.38
case_1194,Conditional Approval,2025-01-15 09:00:00-05:00,,complete,first_time_buyer,online,under_250k,refinance,south,0.0
case_1194,Clear to Close,2025-01-15 10:50:39.774926-05:00,Rachel Greene,complete,first_time_buyer,online,under_250k,refinance,south,136.3
case_1194,Loan Funded,2025-01-21 09:00:00-05:00,,complete,first_time_buyer,online,under_250k,refinance,south,0.0
case_1195,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,broker,over_750k,refinance,west,0.0
case_1195,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,broker,over_750k,refinance,west,0.0
case_1195,Document Collection,2025-01-03 10:50:31.655729-05:00,Marcus Bell,complete,first_time_buyer,broker,over_750k,refinance,west,163.26
case_1195,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,broker,over_750k,refinance,west,109.41
case_1195,Underwriting,2025-01-08 10:51:58.500019-05:00,Lena Kowalski,complete,first_time_buyer,broker,over_750k,refinance,west,124.51
case_1195,Property Appraisal,2025-01-13 09:00:00-05:00,Aisha Khan,complete,first_time_buyer,broker,over_750k,refinance,west,132.21
case_1195,Conditional Approval,2025-01-17 09:00:00-05:00,,complete,first_time_buyer,broker,over_750k,refinance,west,0.0
case_1195,Clear to Close,2025-01-17 11:48:29.002301-05:00,Hiroshi Tanaka,complete,first_time_buyer,broker,over_750k,refinance,west,115.92
case_1195,Loan Funded,2025-01-21 09:00:00-05:00,,complete,first_time_buyer,broker,over_750k,refinance,west,0.0
case_1196,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,broker,250k_500k,refinance,south,0.0
case_1196,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,broker,250k_500k,refinance,south,0.0
case_1196,Document Collection,2025-01-06 09:00:00-05:00,Marcus Bell,complete,repeat_buyer,broker,250k_500k,refinance,south,150.27
case_1196,Initial Review,2025-01-09 09:00:00-05:00,Marcus Bell,complete,repeat_buyer,broker,250k_500k,refinance,south,151.28
case_1196,Underwriting,2025-01-10 12:54:07.686640-05:00,Daniel Osei,complete,repeat_buyer,broker,250k_500k,refinance,south,131.43
case_1196,Request Additional Documents,2025-01-13 09:00:00-05:00,,complete,repeat_buyer,broker,250k_500k,refinance,south,0.0
case_1196,Documents Received,2025-01-21 09:00:00-05:00,,complete,repeat_buyer,broker,250k_500k,refinance,south,0.0
case_1196,Underwriting,2025-01-24 16:18:44.138338-05:00,Hiroshi Tanaka,complete,repeat_buyer,broker,250k_500k,refinance,south,147.77
case_1196,Property Appraisal,2025-01-29 09:00:00-05:00,Tom Fletcher,complete,repeat_buyer,broker,250k_500k,refinance,south,151.17
case_1196,Conditional Approval,2025-02-04 15:53:12.324962-05:00,,complete,repeat_buyer,broker,250k_500k,refinance,south,0.0
case_1196,Clear to Close,2025-02-05 09:00:00-05:00,Hiroshi Tanaka,complete,repeat_buyer,broker,250k_500k,refinance,south,20.0
case_1196,Loan Funded,2025-02-07 09:00:00-05:00,,complete,repeat_buyer,broker,250k_500k,refinance,south,0.0
case_1197,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,online,250k_500k,purchase,south,0.0
case_1197,Credit Check,2025-01-02 16:19:08.307536-05:00,,complete,first_time_buyer,online,250k_500k,purchase,south,0.0
case_1197,Document Collection,2025-01-03 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,online,250k_500k,purchase,south,95.28
case_1197,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,online,250k_500k,purchase,south,131.25
case_1197,Underwriting,2025-01-08 09:00:00-05:00,Lena Kowalski,complete,first_time_buyer,online,250k_500k,purchase,south,20.0
case_1197,Request Additional Documents,2025-01-14 16:44:39.603979-05:00,,complete,first_time_buyer,online,250k_500k,purchase,south,0.0
case_1197,Documents Received,2025-01-17 10:21:24.322767-05:00,,complete,first_time_buyer,online,250k_500k,purchase,south,0.0
case_1197,Underwriting,2025-01-27 09:00:00-05:00,Lena Kowalski,complete,first_time_buyer,online,250k_500k,purchase,south,192.96
case_1197,Property Appraisal,2025-02-03 09:00:00-05:00,Diego Morales,complete,first_time_buyer,online,250k_500k,purchase,south,117.16
case_1197,Conditional Approval,2025-02-06 09:00:00-05:00,,complete,first_time_buyer,online,250k_500k,purchase,south,0.0
case_1197,Clear to Close,2025-02-06 11:24:29.276117-05:00,Daniel Osei,complete,first_time_buyer,online,250k_500k,purchase,south,132.33
case_1197,Loan Funded,2025-02-10 09:00:00-05:00,,complete,first_time_buyer,online,250k_500k,purchase,south,0.0
case_1198,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,online,500k_750k,cash_out_refinance,south,0.0
case_1198,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,online,500k_750k,cash_out_refinance,south,0.0
case_1198,Document Collection,2025-01-03 12:17:02.057249-05:00,Priya Nair,complete,first_time_buyer,online,500k_750k,cash_out_refinance,south,162.98
case_1198,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,online,500k_750k,cash_out_refinance,south,136.73
case_1198,Underwriting,2025-01-08 09:00:00-05:00,Daniel Osei,complete,first_time_buyer,online,500k_750k,cash_out_refinance,south,182.02
case_1198,Property Appraisal,2025-01-13 13:55:19.494851-05:00,Diego Morales,complete,first_time_buyer,online,500k_750k,cash_out_refinance,south,111.33
case_1198,Conditional Approval,2025-01-21 09:00:00-05:00,,complete,first_time_buyer,online,500k_750k,cash_out_refinance,south,0.0
case_1198,Clear to Close,2025-01-21 14:28:43.686907-05:00,Lena Kowalski,complete,first_time_buyer,online,500k_750k,cash_out_refinance,south,135.59
case_1198,Loan Funded,2025-01-24 09:00:00-05:00,,complete,first_time_buyer,online,500k_750k,cash_out_refinance,south,0.0
case_1199,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,broker,under_250k,refinance,northeast,0.0
case_1199,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,broker,under_250k,refinance,northeast,0.0
case_1199,Document Collection,2025-01-03 14:16:23.014947-05:00,Sofia Romano,complete,first_time_buyer,broker,under_250k,refinance,northeast,174.08
case_1199,Initial Review,2025-01-06 09:00:00-05:00,Priya Nair,complete,first_time_buyer,broker,under_250k,refinance,northeast,20.0
case_1199,Underwriting,2025-01-07 09:00:00-05:00,Rachel Greene,complete,first_time_buyer,broker,under_250k,refinance,northeast,131.39
case_1199,Declined,2025-01-21 09:00:00-05:00,,complete,first_time_buyer,broker,under_250k,refinance,northeast,0.0
case_1200,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,northeast,0.0
case_1200,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,northeast,0.0
case_1200,Document Collection,2025-01-03 11:48:59.164160-05:00,Marcus Bell,complete,repeat_buyer,online,250k_500k,purchase,northeast,92.86
case_1200,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,repeat_buyer,online,250k_500k,purchase,northeast,148.56
case_1200,Underwriting,2025-01-08 10:10:19.405064-05:00,Rachel Greene,complete,repeat_buyer,online,250k_500k,purchase,northeast,118.68
case_1200,Request Additional Documents,2025-01-15 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,northeast,0.0
case_1200,Withdrawn,2025-01-21 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,purchase,northeast,0.0
case_1201,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,online,500k_750k,refinance,west,0.0
case_1201,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,online,500k_750k,refinance,west,0.0
case_1201,Document Collection,2025-01-03 15:22:17.910957-05:00,Sofia Romano,complete,repeat_buyer,online,500k_750k,refinance,west,167.18
case_1201,Initial Review,2025-01-06 09:00:00-05:00,Priya Nair,complete,repeat_buyer,online,500k_750k,refinance,west,46.59
case_1201,Underwriting,2025-01-08 09:00:00-05:00,Daniel Osei,complete,repeat_buyer,online,500k_750k,refinance,west,119.02
case_1201,Request Additional Documents,2025-01-13 09:00:00-05:00,,complete,repeat_buyer,online,500k_750k,refinance,west,0.0
case_1201,Documents Received,2025-01-14 11:14:05.228862-05:00,,complete,repeat_buyer,online,500k_750k,refinance,west,0.0
case_1201,Underwriting,2025-01-27 09:00:00-05:00,Rachel Greene,complete,repeat_buyer,online,500k_750k,refinance,west,203.1
case_1201,Declined,2025-02-04 12:35:08.417885-05:00,,complete,repeat_buyer,online,500k_750k,refinance,west,0.0
case_1202,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,refinance,midwest,0.0
case_1202,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,refinance,midwest,0.0
case_1202,Document Collection,2025-01-03 11:48:06.677194-05:00,Priya Nair,complete,first_time_buyer,broker,250k_500k,refinance,midwest,119.9
case_1202,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,broker,250k_500k,refinance,midwest,127.65
case_1202,Underwriting,2025-01-09 14:06:07.335859-05:00,Lena Kowalski,complete,first_time_buyer,broker,250k_500k,refinance,midwest,117.92
case_1202,Property Appraisal,2025-01-16 14:56:27.777945-05:00,Aisha Khan,complete,first_time_buyer,broker,250k_500k,refinance,midwest,90.0
case_1202,Declined,2025-01-24 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,refinance,midwest,0.0
case_1203,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,branch,250k_500k,purchase,midwest,0.0
case_1203,Credit Check,2025-01-02 15:45:30.792174-05:00,,complete,first_time_buyer,branch,250k_500k,purchase,midwest,0.0
case_1203,Document Collection,2025-01-03 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,branch,250k_500k,purchase,midwest,112.22
case_1203,Initial Review,2025-01-06 09:00:00-05:00,Priya Nair,complete,first_time_buyer,branch,250k_500k,purchase,midwest,182.97
case_1203,Underwriting,2025-01-07 14:30:30.631347-05:00,Rachel Greene,complete,first_time_buyer,branch,250k_500k,purchase,midwest,156.47
case_1203,Property Appraisal,2025-01-15 09:00:00-05:00,Tom Fletcher,complete,first_time_buyer,branch,250k_500k,purchase,midwest,169.31
case_1203,Conditional Approval,2025-01-21 09:00:00-05:00,,complete,first_time_buyer,branch,250k_500k,purchase,midwest,0.0
case_1203,Clear to Close,2025-01-21 14:36:54.208970-05:00,Hiroshi Tanaka,complete,first_time_buyer,branch,250k_500k,purchase,midwest,91.52
case_1203,Loan Funded,2025-01-24 09:00:00-05:00,,complete,first_time_buyer,branch,250k_500k,purchase,midwest,0.0
case_1204,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,online,250k_500k,purchase,northeast,0.0
case_1204,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,online,250k_500k,purchase,northeast,0.0
case_1204,Document Collection,2025-01-03 16:28:19.975010-05:00,Sofia Romano,complete,first_time_buyer,online,250k_500k,purchase,northeast,169.64
case_1204,Initial Review,2025-01-06 09:00:00-05:00,Priya Nair,complete,first_time_buyer,online,250k_500k,purchase,northeast,160.11
case_1204,Underwriting,2025-01-09 09:00:00-05:00,Rachel Greene,complete,first_time_buyer,online,250k_500k,purchase,northeast,90.71
case_1204,Property Appraisal,2025-01-21 09:00:00-05:00,Tom Fletcher,complete,first_time_buyer,online,250k_500k,purchase,northeast,119.12
case_1204,Conditional Approval,2025-01-24 16:34:02.855001-05:00,,complete,first_time_buyer,online,250k_500k,purchase,northeast,0.0
case_1204,Clear to Close,2025-01-27 09:00:00-05:00,Daniel Osei,complete,first_time_buyer,online,250k_500k,purchase,northeast,119.7
case_1204,Loan Funded,2025-01-28 14:52:08.512330-05:00,,complete,first_time_buyer,online,250k_500k,purchase,northeast,0.0
case_1205,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,branch,under_250k,purchase,northeast,0.0
case_1205,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,branch,under_250k,purchase,northeast,0.0
case_1205,Document Collection,2025-01-03 12:03:25.951018-05:00,Marcus Bell,complete,repeat_buyer,branch,under_250k,purchase,northeast,79.05
case_1205,Initial Review,2025-01-06 09:00:00-05:00,Marcus Bell,complete,repeat_buyer,branch,under_250k,purchase,northeast,90.94
case_1205,Underwriting,2025-01-09 09:00:00-05:00,Rachel Greene,complete,repeat_buyer,branch,under_250k,purchase,northeast,159.16
case_1205,Declined,2025-01-16 09:00:00-05:00,,complete,repeat_buyer,branch,under_250k,purchase,northeast,0.0
case_1206,Application Submitted,2025-01-02 09:00:00-05:00,,complete,investor,online,500k_750k,purchase,south,0.0
case_1206,Credit Check,2025-01-03 09:00:00-05:00,,complete,investor,online,500k_750k,purchase,south,0.0
case_1206,Document Collection,2025-01-03 11:47:48.231405-05:00,Sofia Romano,complete,investor,online,500k_750k,purchase,south,136.66
case_1206,Initial Review,2025-01-06 09:00:00-05:00,Marcus Bell,complete,investor,online,500k_750k,purchase,south,95.16
case_1206,Underwriting,2025-01-09 09:00:00-05:00,Daniel Osei,complete,investor,online,500k_750k,purchase,south,33.74
case_1206,Property Appraisal,2025-01-13 09:00:00-05:00,Diego Morales,complete,investor,online,500k_750k,purchase,south,166.61
case_1206,Conditional Approval,2025-01-16 09:00:00-05:00,,complete,investor,online,500k_750k,purchase,south,0.0
case_1206,Clear to Close,2025-01-16 10:11:02.325775-05:00,Hiroshi Tanaka,complete,investor,online,500k_750k,purchase,south,228.68
case_1206,Loan Funded,2025-01-17 11:24:53.797977-05:00,,complete,investor,online,500k_750k,purchase,south,0.0
case_1207,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,online,over_750k,refinance,northeast,0.0
case_1207,Credit Check,2025-01-02 15:09:42.395938-05:00,,complete,first_time_buyer,online,over_750k,refinance,northeast,0.0
case_1207,Document Collection,2025-01-03 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,online,over_750k,refinance,northeast,152.12
case_1207,Initial Review,2025-01-07 13:20:53.153709-05:00,Priya Nair,complete,first_time_buyer,online,over_750k,refinance,northeast,80.71
case_1207,Underwriting,2025-01-09 09:00:00-05:00,Rachel Greene,complete,first_time_buyer,online,over_750k,refinance,northeast,73.89
case_1207,Property Appraisal,2025-01-21 09:00:00-05:00,Diego Morales,complete,first_time_buyer,online,over_750k,refinance,northeast,74.39
case_1207,Conditional Approval,2025-01-27 09:00:00-05:00,,complete,first_time_buyer,online,over_750k,refinance,northeast,0.0
case_1207,Clear to Close,2025-01-27 13:22:31.898857-05:00,Daniel Osei,complete,first_time_buyer,online,over_750k,refinance,northeast,111.98
case_1207,Loan Funded,2025-01-29 10:39:32.772051-05:00,,complete,first_time_buyer,online,over_750k,refinance,northeast,0.0
case_1208,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,refinance,midwest,0.0
case_1208,Credit Check,2025-01-02 12:32:27.065849-05:00,,complete,repeat_buyer,online,250k_500k,refinance,midwest,0.0
case_1208,Document Collection,2025-01-03 09:00:00-05:00,Priya Nair,complete,repeat_buyer,online,250k_500k,refinance,midwest,95.69
case_1208,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,repeat_buyer,online,250k_500k,refinance,midwest,147.35
case_1208,Underwriting,2025-01-08 09:00:00-05:00,Hiroshi Tanaka,complete,repeat_buyer,online,250k_500k,refinance,midwest,168.44
case_1208,Request Additional Documents,2025-01-15 14:11:57.178173-05:00,,complete,repeat_buyer,online,250k_500k,refinance,midwest,0.0
case_1208,Documents Received,2025-01-21 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,refinance,midwest,0.0
case_1208,Underwriting,2025-02-03 09:00:00-05:00,Lena Kowalski,complete,repeat_buyer,online,250k_500k,refinance,midwest,121.35
case_1208,Request Additional Documents,2025-02-07 09:00:00-05:00,,complete,repeat_buyer,online,250k_500k,refinance,midwest,0.0
case_1208,Withdrawn,2025-02-10 14:08:00.639936-05:00,,complete,repeat_buyer,online,250k_500k,refinance,midwest,0.0
case_1209,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,broker,500k_750k,refinance,west,0.0
case_1209,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,broker,500k_750k,refinance,west,0.0
case_1209,Document Collection,2025-01-06 09:00:00-05:00,Marcus Bell,complete,first_time_buyer,broker,500k_750k,refinance,west,119.42
case_1209,Initial Review,2025-01-07 14:09:46.409058-05:00,Marcus Bell,complete,first_time_buyer,broker,500k_750k,refinance,west,114.35
case_1209,Underwriting,2025-01-10 09:00:00-05:00,Daniel Osei,complete,first_time_buyer,broker,500k_750k,refinance,west,112.73
case_1209,Property Appraisal,2025-01-13 09:00:00-05:00,Tom Fletcher,complete,first_time_buyer,broker,500k_750k,refinance,west,92.0
case_1209,Conditional Approval,2025-01-21 09:00:00-05:00,,complete,first_time_buyer,broker,500k_750k,refinance,west,0.0
case_1209,Clear to Close,2025-01-21 11:23:24.844143-05:00,Daniel Osei,complete,first_time_buyer,broker,500k_750k,refinance,west,134.43
case_1209,Loan Funded,2025-01-22 11:37:04.251155-05:00,,complete,first_time_buyer,broker,500k_750k,refinance,west,0.0
case_1210,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,online,over_750k,purchase,west,0.0
case_1210,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,online,over_750k,purchase,west,0.0
case_1210,Document Collection,2025-01-06 09:00:00-05:00,Marcus Bell,complete,repeat_buyer,online,over_750k,purchase,west,72.7
case_1210,Initial Review,2025-01-09 12:12:38.661618-05:00,Sofia Romano,complete,repeat_buyer,online,over_750k,purchase,west,189.39
case_1210,Underwriting,2025-01-13 09:00:00-05:00,Rachel Greene,complete,repeat_buyer,online,over_750k,purchase,west,166.99
case_1210,Request Additional Documents,2025-01-23 09:00:00-05:00,,complete,repeat_buyer,online,over_750k,purchase,west,0.0
case_1210,Documents Received,2025-01-30 09:00:00-05:00,,complete,repeat_buyer,online,over_750k,purchase,west,0.0
case_1210,Underwriting,2025-02-04 10:11:32.895998-05:00,Daniel Osei,complete,repeat_buyer,online,over_750k,purchase,west,90.32
case_1210,Property Appraisal,2025-02-10 09:00:00-05:00,Tom Fletcher,complete,repeat_buyer,online,over_750k,purchase,west,106.39
case_1210,Conditional Approval,2025-02-13 13:51:02.278515-05:00,,complete,repeat_buyer,online,over_750k,purchase,west,0.0
case_1210,Clear to Close,2025-02-13 16:49:23.893376-05:00,Hiroshi Tanaka,complete,repeat_buyer,online,over_750k,purchase,west,115.67
case_1210,Loan Funded,2025-02-18 09:00:00-05:00,,complete,repeat_buyer,online,over_750k,purchase,west,0.0
case_1211,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,online,under_250k,purchase,west,0.0
case_1211,Credit Check,2025-01-02 13:58:28.390237-05:00,,complete,repeat_buyer,online,under_250k,purchase,west,0.0
case_1211,Document Collection,2025-01-03 09:00:00-05:00,Priya Nair,complete,repeat_buyer,online,under_250k,purchase,west,75.54
case_1211,Initial Review,2025-01-06 09:00:00-05:00,Marcus Bell,complete,repeat_buyer,online,under_250k,purchase,west,155.97
case_1211,Underwriting,2025-01-09 09:00:00-05:00,Rachel Greene,complete,repeat_buyer,online,under_250k,purchase,west,132.15
case_1211,Property Appraisal,2025-01-21 09:00:00-05:00,Aisha Khan,complete,repeat_buyer,online,under_250k,purchase,west,125.68
case_1211,Conditional Approval,2025-01-28 09:00:00-05:00,,complete,repeat_buyer,online,under_250k,purchase,west,0.0
case_1211,Clear to Close,2025-01-28 16:25:21.389052-05:00,Daniel Osei,complete,repeat_buyer,online,under_250k,purchase,west,95.17
case_1211,Loan Funded,2025-01-30 09:09:09.637969-05:00,,complete,repeat_buyer,online,under_250k,purchase,west,0.0
case_1212,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,online,under_250k,refinance,northeast,0.0
case_1212,Credit Check,2025-01-02 15:33:09.987561-05:00,,complete,first_time_buyer,online,under_250k,refinance,northeast,0.0
case_1212,Document Collection,2025-01-03 09:00:00-05:00,Priya Nair,complete,first_time_buyer,online,under_250k,refinance,northeast,108.61
case_1212,Initial Review,2025-01-06 09:00:00-05:00,Marcus Bell,complete,first_time_buyer,online,under_250k,refinance,northeast,114.65
case_1212,Underwriting,2025-01-08 09:00:00-05:00,Daniel Osei,complete,first_time_buyer,online,under_250k,refinance,northeast,124.6
case_1212,Property Appraisal,2025-01-10 09:38:18.016941-05:00,Tom Fletcher,complete,first_time_buyer,online,under_250k,refinance,northeast,77.55
case_1212,Declined,2025-01-13 09:00:00-05:00,,complete,first_time_buyer,online,under_250k,refinance,northeast,0.0
case_1213,Application Submitted,2025-01-02 09:00:00-05:00,,complete,repeat_buyer,online,500k_750k,purchase,west,0.0
case_1213,Credit Check,2025-01-03 09:00:00-05:00,,complete,repeat_buyer,online,500k_750k,purchase,west,0.0
case_1213,Document Collection,2025-01-03 10:52:19.198395-05:00,Priya Nair,complete,repeat_buyer,online,500k_750k,purchase,west,149.58
case_1213,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,repeat_buyer,online,500k_750k,purchase,west,96.72
case_1213,Underwriting,2025-01-07 12:49:18.979138-05:00,Lena Kowalski,complete,repeat_buyer,online,500k_750k,purchase,west,99.13
case_1213,Request Additional Documents,2025-01-10 09:00:00-05:00,,complete,repeat_buyer,online,500k_750k,purchase,west,0.0
case_1213,Withdrawn,2025-01-14 09:00:00-05:00,,complete,repeat_buyer,online,500k_750k,purchase,west,0.0
case_1214,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,purchase,west,0.0
case_1214,Credit Check,2025-01-02 14:12:13.549784-05:00,,complete,first_time_buyer,broker,250k_500k,purchase,west,0.0
case_1214,Declined,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,broker,250k_500k,purchase,west,0.0
case_1215,Application Submitted,2025-01-02 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,purchase,west,0.0
case_1215,Credit Check,2025-01-03 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,purchase,west,0.0
case_1215,Document Collection,2025-01-03 10:22:45.502260-05:00,Sofia Romano,complete,first_time_buyer,branch,500k_750k,purchase,west,167.17
case_1215,Initial Review,2025-01-06 09:00:00-05:00,Sofia Romano,complete,first_time_buyer,branch,500k_750k,purchase,west,169.19
case_1215,Underwriting,2025-01-09 16:30:21.158608-05:00,Hiroshi Tanaka,complete,first_time_buyer,branch,500k_750k,purchase,west,135.18
case_1215,Request Additional Documents,2025-01-15 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,purchase,west,0.0
case_1215,Documents Received,2025-01-21 09:34:32.571410-05:00,,complete,first_time_buyer,branch,500k_750k,purchase,west,0.0
case_1215,Underwriting,2025-01-24 16:22:16.139977-05:00,Hiroshi Tanaka,complete,first_time_buyer,branch,500k_750k,purchase,west,45.84
case_1215,Request Additional Documents,2025-01-27 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,purchase,west,0.0
case_1215,Documents Received,2025-01-31 09:00:00-05:00,,complete,first_time_buyer,branch,500k_750k,purchase,west,0.0
case_1215,Underwriting,2025-02-14 09:00:00-05:00,Hiroshi Tanaka,complete,first_time_buyer,branch,500k_750k,purchase,west,152.36
